oem,hr,fk,offset
940109606,HR 8723,37123,6983742
940109705,HR 80131,47619,6983780
940109804,HR 8723,37123,6983819
940109903,HR 80014,47619,6983857
940110307,HR 8411,33027,6983896
940110505,HR 80127,46339,6983934
9402-02,HR 9879,10499,6983973
9402-03,HR 9104,5891,6984009
940200900,HR 8964,36099,6984045
940201106,HR 18037,46083,6984083
940202,HR 9879,64514,6984122
940203,HR 9104,59906,6984157
941237,HR 7154,62722,6984192
941932,HR 6120,61186,6984227
9420,HR 2080/10,4867,6984262
946.369,HR 6230,10243,6984298
946348,HR 7080,64258,6984334
946349,HR 7058,259,6984369
946369,HR 7037,3,6984404
946369 1,HR 7141,19715,6984439
9463691,HR 7141,11523,6984476
946391,HR 7055,64258,6984512
946392,HR 7054,64258,6984547
946404,HR 236,49154,6984582
946408,HR 3515,63234,6984616
946408/0340,HR 3515,60675,6984651
946416 A,HR 6358,24323,6985783
946416A,HR 6358,16131,6985820
946540,HR 7037,63234,6985856
946548,HR 7080,64770,6985891
946548 1,HR 7080,19971,6985963
946548 A,HR 7080,24067,6985926
9465481,HR 7080,11779,6986036
946548A,HR 7080,15875,6986000
946549,HR 7144,65282,6986072
946549 A,HR 7144,24579,6986107
946549A,HR 7144,16387,6986144
94857 H,HR 7600,12291,6986180
94857H,HR 7600,4099,6986216
94896 01,HR 42042,51203,6986251
9489601,HR 42042,43011,6986290
95-00907/0.4,HR 1843/87,46084,6986328
95-04372,HR 7841,22787,6986372
95-4134,HR 6642,8963,6986409
95-4134-01,HR 6642,45315,6986445
95-4134-07,HR 6643,47107,6986484
95-4134-09,HR 6645,48131,6986523
95-4134-10,HR 6645,46083,6986562
95-4134-11,HR 6645,46339,6986601
95-4134-12,HR 6645,46595,6986640
95-4134-15,HR 6645,47363,6986679
95-4134-19,HR 6645,48387,6986718
95-4134-21,HR 6645,46595,6988837
95-4134-26,HR 6643,47363,6988876
95-4134-28,HR 6645,48387,6988915
95-4134-29,HR 6645,48643,6988954
95-4134-31,HR 6645,46851,6988993
95-4136,HR 46020,39939,6989032
95-4136-01,HR 46020,10756,6989070
95-4168,HR 46060,42243,6989111
95-4168-01,HR 42078,14340,6989149
95-4372,HR 7841,10499,6989190
95-4372-01,HR 7841,46851,6989226
95-4372-03,HR 7841,47363,6989265
95-4376,HR 7765,12803,6989304
95-4376-02,HR 7765,49411,6989340
95-4438,HR 8487,13059,6989379
95-4438-02,HR 8487,49667,6989415
95-4438-04,HR 8487,50179,6989454
95-4510,HR 7841,8963,6989493
95-4510-01,HR 7841,45315,6989529
95-4510-02,HR 7841,45571,6989568
95-4606-01,HR 7841,46851,6989607
95-4617,HR 7841,11011,6989646
95-4617-01,HR 7841,47363,6989722
95-4617-03,HR 7841,47875,6989761
95-4617-04,HR 7841,48131,6992933
95-4617-P05,HR 7841,3332,6989682
95-4622,HR 7841,9987,6992972
95-4622-01,HR 7841,46339,6993088
95-4622-P05,HR 7841,2308,6993008
95-4622-P06,HR 7841,2564,6993048
95-5413-401,HR 6642,58883,6993127
950090704,HR 1843/87,10756,6993167
9501-01,HR 9888,10243,6993208
9501-03,HR 9881,8963,6993244
9501-07,HR 9893,10755,6993280
9501-10,HR 9881,8451,6993316
9501-21,HR 9891,9219,6993352
950101,HR 9888,64258,6993388
950103,HR 9881,62978,6993423
950107,HR 9893,64770,6993458
950110,HR 9881,62466,6993493
950121,HR 9891,63234,6993528
950268960000,HR 7910,10244,6993563
9504372,HR 7841,11267,6993604
951167001901,HR 7910,8964,6993640
954134,HR 6642,62978,6993681
95413401,HR 6642,22275,6993716
95413407,HR 6643,24067,6993753
95413409,HR 6645,25091,6993790
95413410,HR 6645,23043,6993827
95413411,HR 6645,23299,6993864
95413412,HR 6645,23555,6994981
95413415,HR 6645,24323,6995018
95413419,HR 6645,25347,6995055
95413421,HR 6645,23555,6995092
95413426,HR 6643,24323,6995129
95413428,HR 6645,25347,6995166
95413429,HR 6645,25603,6995203
95413431,HR 6645,23811,6995240
954136,HR 46020,28419,6995277
95413601,HR 46020,53251,6995314
954168,HR 46060,30723,6995353
95416801,HR 42078,56835,6995390
954372,HR 7841,64514,6995429
95437201,HR 7841,23811,6995464
95437203,HR 7841,24323,6995501
954376,HR 7765,1283,6995538
95437602,HR 7765,26371,6995573
954438,HR 8487,1539,6995610
95443802,HR 8487,26627,6995645
95443804,HR 8487,27139,6995682
954510,HR 7841,62978,6995719
95451001,HR 7841,22275,6995754
95451002,HR 7841,22531,6995791
95460601,HR 7841,23811,6995828
954617,HR 7841,65026,6995865
95461701,HR 7841,24323,6995900
95461703,HR 7841,24835,6995937
95461704,HR 7841,25091,6999077
954622,HR 7841,64002,6999114
95462201,HR 7841,23299,6999225
954622P05,HR 7841,44803,6999149
954622P06,HR 7841,45059,6999187
9546584001,HR 6076,50947,6999262
955 061 7,HR 3657,28675,6999301
955 276 1,HR 6137,28163,6999339
955 365 2,HR 6311,26627,6999377
955 384 3,HR 3658,29955,6999415
955 630 9,HRT 210 BF,11780,6999453
955 795 0,HRT 209,37123,6999494
955 949 3,HR 5542,30211,6999532
9550617,HR 3657,12291,6999570
9552761,HR 6137,11779,6999606
9553652,HR 6311,10243,6999642
9553843,HR 3658,13571,6999678
955413401,HR 6642,35843,6999714
9556309,HRT 210 BF,60931,6999752
9557950,HRT 209,20739,6999791
9559493,HR 5542,13827,6999827
956,HR 6031,22530,6999863
956 080 6,HRT 227 BP,15620,6999895
956 458 4,HR 6076,30211,6999936
956 966 6,HR 6312,29955,6999974
956 967 4,HR 6312,29699,7000012
9564584,HR 6076,13827,7002166
9569666,HR 6312,13571,7002202
9569674,HR 6312,13315,7002238
957 265 2,HR 6137,28419,7002274
957 305 6,HR 6143,27395,7002312
957 453 4,HR 3655,29187,7002350
957 647 1,HR 2018,27651,7002388
957 801 4,HR 2019,26627,7002426
9572652,HR 6137,12035,7002464
9573056,HR 6143,11011,7002500
9574534,HR 3655,12803,7002536
9576471,HR 2018,11267,7002572
9578014,HR 2019,10243,7002608
958 111 7,HR 6322,26371,7002644
958 501 9,HR 6267,29699,7002682
958 627 2,HRT 227 BP,16900,7002720
958 658 7,HR 3769,33539,7002761
958 743 7,HR 6321,28931,7002799
958 774 2,HR 5708,30723,7002837
958 836 9,HR 6300,29443,7002875
958 898 2,HR 7316,51459,7002913
958 898 9,HR 7316,33539,7002952
9581117,HR 6322,9987,7002990
9585019,HR 6267,13315,7003026
9586272,HRT 227 BP,516,7003062
9586587,HR 3769,17155,7003101
9587437,HR 6321,12547,7004190
9587742,HR 5708,14339,7004226
9588369,HR 6300,13059,7004262
9588982,HR 7316,35075,7004298
9588989,HR 7316,17155,7004335
959 007 6,HR 7306,28163,7004371
959 236 1,HR 7624,28675,7004409
959 262 7,HR 7624,29955,7004447
959 584 4,HR 7460,30467,7004485
959 772 5,HR 5702,29699,7004523
959 896 2,HR 6401,29955,7004561
9590076,HR 7306,11779,7004599
9592361,HR 7624,12291,7004635
9592627,HR 7624,13571,7004671
9595844,HR 7460,14083,7004707
9597725,HR 5702,13315,7004743
9598962,HR 6401,13571,7004779
96.011203,HR 7078,33795,7004815
9601-03,HR 9881,9219,7004853
9601-05,HR 9886,11011,7004889
960103,HR 9881,63234,7004925
960105,HR 9886,65026,7004960
96011203,HR 7078,22019,7004995
960910 C,HR 7971,24067,7005032
960910C,HR 7971,15875,7005069
962 007 5,HR 6024,25347,7005105
962 008 4,HR 7538,28163,7005143
9620084,HR 7538,11779,7008318
970409 B,HR 7971,24835,7008354
970409B,HR 7971,16643,7008391
97200,HR 7936,4611,7008427
97201,HR 7936,4867,7008462
97202,HR 7936,5123,7008497
97203,HR 7936,5379,7008532
97204,HR 7936,5635,7008567
97205,HR 7936,5891,7008602
976548 A,HR 7080,24835,7008637
976548A,HR 7080,16643,7008674
978000180,HRT 239 BP,24324,7008710
9858-00,HR 9858,13059,7008751
985800,HR 9858,1539,7008787
9871-00,HR 9871,10499,7008822
987100,HR 9871,64514,7008858
9876-00,HR 9876,13059,7008893
987600,HR 9876,1539,7008929
990092,HR 7029,63746,7008964
9965 000 05774,HR I16L30032,37381,7008999
9965 000 05792,HR I16L30007,37893,7009047
9965 000 13903,HR 8899,30980,7009095
9965 000 15706,HR 8937,29956,7009138
9965 000 17796,HR I04L10010,36869,7009181
9965 000 18124,HR 8899,30980,7009229
9965 000 23751,HR 7235,27140,7010369
9965 000 27813,HR K3CYZ001,41221,7010412
9965 000 27814,HR K3CYZ001,41477,7010459
9965 000 32367,HR K3CYZ001,41221,7010506
9965 000 36168,HR K3CYZ001,41989,7010553
9965 000 36169,HR K3CYZ001,42245,7010600
9965 000 38221,HR I16L20005,35333,7010647
9965 100 05766,HR I16L30032,37893,7010695
9965 100 05769,HR I18L20001,37893,7010743
9965 100 05772,HR I16L30033,37381,7010791
9965 100 05773,HR I20L30005,36101,7010839
9965 100 05774,HR I16L30032,37637,7010887
9965 100 05777,HR I18L20001,37637,7010935
9965 100 05780,HR I16L30033,37125,7010983
9965 100 05781,HR I20L30005,35845,7011031
9965 100 05791,HR I20L30012,35589,7011079
9965 100 05792,HR I16L30007,38149,7011127
9965 100 06814,HR I16L30036,37637,7011175
9965 100 06824,HR I16L30036,37893,7011223
9965 100 06927,HR I16L30010,36869,7011271
9965 100 08205,HR I16L30006,35845,7013444
9965 100 08448,HR I20L30005,36613,7013492
9965 100 08451,HR I22L40002,35077,7013540
9965 100 08454,HR I20L30005,35845,7013588
9965 100 08457,HR I22L40002,36613,7013636
9965 100 10063,HR I08L30002,33797,7013684
9965 100 10064,HR I08L30001,33797,7013732
9965 100 10065,HR I16L30033,35077,7013780
9965 100 10069,HR I16L30033,36101,7013828
996500005792,HR I16L30007,21509,7013876
996500013903,HR 8899,14596,7013922
996500015706,HR 8937,13572,7013963
996500017796,HR I04L10010,20485,7014004
996500018124,HR 8899,14596,7014050
996500018169,HR 80060,24068,7014091
996500023751,HR 7235,10756,7014133
996500027813,HR K3CYZ001,24837,7014174
996500027814,HR K3CYZ001,25093,7014219
996500032367,HR K3CYZ001,24837,7014264
996500036168,HR K3CYZ001,25605,7014309
996500036169,HR K3CYZ001,25861,7014354
996500038221,HR I16L20005,18981,7016476
996510005766,HR I16L30032,21509,7016522
996510005769,HR I18L20001,21509,7016568
996510005772,HR I16L30033,20997,7016614
996510005773,HR I20L30005,19717,7016660
996510005774,HR I16L30032,21253,7016706
996510005777,HR I18L20001,21253,7016752
996510005780,HR I16L30033,20741,7016798
996510005781,HR I20L30005,19461,7016844
996510005791,HR I20L30012,19205,7016890
996510005792,HR I16L30007,21765,7016936
996510006814,HR I16L30036,21253,7016982
996510006824,HR I16L30036,21509,7017028
996510006927,HR I16L30010,20485,7017074
996510006931,HR I16L30010,19205,7017120
996510008205,HR I16L30006,19461,7017166
996510008448,HR I20L30005,20229,7017212
996510008451,HR I22L40002,18693,7017258
996510008454,HR I20L30005,19461,7017304
996510008457,HR I22L40002,20229,7017350
996510010063,HR I08L30002,17413,7017396
996510010064,HR I08L30001,17413,7018533
996510010065,HR I16L30033,18693,7018579
996510010069,HR I16L30033,19717,7018625
99661 L,HR 6062,13059,7018671
99661L,HR 6062,4867,7018707
998015001,HR 46128,3332,7018742
99848 F,HR 6032,12547,7018782
99848F,HR 6032,4355,7018818
9A01457500,HR 7464,52995,6885596
9A0147100,HR 7691,38915,6885635
9A01811800,HR 7612,50947,6885673
9GVZ0480,HR 7985,49923,6885712
9GVZ0674,HR 8454,49155,6885749
9GVZ1389,HR 8163,49411,6885786
A 04104101269,HR 80221,29700,60085
A 04200000271,HR 8604,15620,60128
A 1201-0007,HR 7852,55555,60170
A 1201-0016,HR 7992,56835,60210
A 1201-0027,HR 8214,54275,60250
A 1201-0028,HR 7898,58883,60290
A 1201-0033,HR 7898,57859,60330
A 1201-0040,HR 8093,54275,60370
A 1201-0055,HR 8854,57091,63551
A 1201-0058,HR 8616,56835,63591
A 1201-0070,HR 7974,56835,63631
A 22103-13,HR 5126,41475,63671
A 2437436,HR 7695,57347,63710
A 2437462,HR 7695,57091,63749
A 2437465,HR 46089,4612,63788
A 26-00122 A,HR 8720,1796,63828
A 26-00123 A,HR 8787,5380,63869
A 26-00132 A,HR 8602,1796,63910
A 26-00197 A,HR 8859,8196,63951
A 3 319 45,HR 2265,37635,63992
A 404345,HR 7798,24067,64031
A 6194-010,HR 80086,58115,64068
A 774,HR 4003,46082,64108
A 9 M 308,HR 46006,63747,64142
A04104101269,HR 80221,21508,262807
A04200000271,HR 8604,7428,262849
A12010007,HR 7852,35843,262890
A12010016,HR 7992,37123,262928
A12010027,HR 8214,34563,262966
A12010028,HR 7898,39171,263004
A12010033,HR 7898,38147,263042
A12010040,HR 8093,34563,263080
A12010047,HR 7843,36867,263118
A12010058,HR 8616,37123,266295
A12010070,HR 7974,37123,266333
A2210313,HR 5126,21763,266371
A2437436,HR 7695,49155,266408
A2437462,HR 7695,48899,266446
A2437465,HR 46089,61955,266484
A2600122A,HR 8720,39427,266523
A2600123A,HR 8787,43011,266561
A2600132A,HR 8602,39427,266599
A2600197A,HR 8859,45827,266637
A3 160 52,HR 2265,27395,266675
A3 264 11,HR 2265,27395,266713
A3 264 12,HR 2265,27651,266751
A3 296 31,HR 2265,29187,266789
A3 319 44,HR 2265,29187,266827
A3 319 45,HR 2265,29443,266865
A306022717-01FO,HR PSL015,40709,266903
A316052,HR 2265,11011,266949
A326411,HR 2265,11011,266985
A326412,HR 2265,11267,267021
A329631,HR 2265,12803,267057
A331944,HR 2265,12803,267093
A331945,HR 2265,13059,267129
A6194010,HR 80086,38403,267165
A774,HR 4003,37890,267203
A9M308,HR 46006,39171,267236
AA 26-00004 A,HR 8491,19460,64182
AA 26-00007 A,HR 8678,22020,64224
AA 26-00007 Q,HR 7898,26884,64266
AA 26-00008 A,HR 8585,21508,64308
AA 26-00013 A,HR 8212,17156,64350
AA 26-00018 A,HR 8501,18692,64392
AA 26-00046 A,HR 8602,19460,64434
AA 26-00046 B,HR 80036,32260,64476
AA 26-00049 A,HR 8720,20484,64549
AA 26-00050 A,HR 80135,30724,64591
AA 26-00057 A,HR 8780,21764,64634
AA 26-00057 B,HR 8780,22020,64676
AA 26-00058 A,HR 8764,22532,64718
AA 26-00059 A,HR 8585,23044,64760
AA 26-00065 A,HR 80044,32004,64802
AA 26-00069 A,HR 8720,20996,64845
AA 26-00070 A,HR 8735,20484,64887
AA 26-00071 A,HR 8844,20996,64929
AA 26-00075,HR 8787,64259,64971
AA 26-00080 A,HR 8602,18948,65011
AA 26-00082 A,HR 8720,19716,65053
AA 26-00083 A,HR 80135,32260,65095
AA 26-00084 A,HR 8728,22276,65138
AA 26-00086 A,HR 8735,22276,65180
AA 26-00087 A,HR 8844,22788,65222
AA 26-00088,HR 8787,65283,65264
AA 26-00088 A,HR 8787,24580,65304
AA 26-00105 A,HR 8852,20228,65346
AA 26-00105 S,HR 8852,24836,65388
AA 26-00112 A,HR 80075,31236,65430
AA 26-00116 A,HR 8628,20996,65473
AA 26-00122 A,HR 8720,18436,67634
AA 26-00123 A,HR 8787,22020,67676
AA 26-00124 A,HR 8734,20228,67718
AA 26-00131 A,HR 8735,19972,67760
AA 26-00132 A,HR 8602,18436,67802
AA 26-00141 A,HR 8780,20228,67844
AA 26-00145 A,HR 8884,22532,67886
AA 26-00147 A,HR 8728,22276,67928
AA 26-00170 A,HR 8944,21252,67970
AA 26-00173 A,HR 8944,22020,68012
AA 26-00184 A,HR 8944,22532,68054
AA 26-00187 A,HR 8787,24580,68096
AA 26-00192 A,HR 80275,33796,68138
AA 26-00196 A,HR 8875,24068,68181
AA 26-00197 A,HR 8859,24836,68223
AA 26-00202 A,HR 8780,19716,68265
AA 26-00205 A,HR 8780,20484,68307
AA 26-00205 B,HR 8780,20740,68349
AA 26-00206 A,HR 8780,20740,68391
AA 26-00211 A,HR 8379,20740,68433
AA 26-00213 A,HR 8628,20484,68475
AA 26-00218 A,HR 80275,33540,68517
AA 26-00219 A,HR 8477,22532,68560
AA 26-00223 A,HR 80193,32260,72769
AA 26-00223 B,HR 80193,32516,72812
AA 26-00224 A,HR 8944,21252,72855
AA 26-00230 A,HR 8787,21764,72897
AA 26-00231 A,HR 8628,20484,72939
AA 26-00236 A,HR 80092,32772,72981
AA 26-30001 B,HR 7603,18180,73024
AA 26-30001 C,HR 7605,18948,73066
AA 26-30001 E,HR 7853,20740,73108
AA 26-30001 F,HR 7853,20996,73150
AA 26-30001 H,HR 7471,20484,73192
AA 26-30001 J,HR 7680,21508,73234
AA 26-30001 K,HR 7955,23044,73276
AA 26-30001 L,HR 7617,22020,73318
AA 26-30001 M,HR 7614,21508,73360
AA 26-30001 N,HR 7959,24836,73402
AA 26-30001 P,HR 8825,23556,73444
AA 26-30001 R,HR 7795,25348,73486
AA 26-30001 T,HR 7992,25604,73528
AA 26-30001 X,HR 8214,23556,73570
AA 26-30001 Y,HR 7898,28164,73612
AA 26-30002 B,HR 8393,20228,73654
AA 26-30002 F,HR 8093,20484,73696
AA 26-30002 H,HR 8481,21252,73765
AA 26-30002 J,HR 7843,22020,73807
AA 26-30002 K,HR 7968,24324,73849
AA 26-30002 P,HR 8854,24324,73891
AA 26-30002 S,HR 8616,24068,73933
AA 26-30002 U,HR 8622,23812,73975
AA 26-30003 A,HR 7974,21252,74017
AA 26-30003 B,HR 8856,21508,74059
AA 26-30003 C,HR 7477,21252,74101
AA 26-30003 D,HR 8354,20228,74143
AA 26-30003 E,HR 8093,20484,74185
AA 26-30003 G,HR 7852,21508,74227
AA 26-30004 D,HR 8614,20228,74269
AA 26-30004 E,HR 8616,20996,74311
AA 26-30004 H,HR 8207,20740,74353
AA 26-30004 S,HR 8872,25604,74395
AA 26-30004 X,HR 8856,27396,74437
AA 26-30004 Y,HR 8779,28676,74479
AA 26-30004 Z,HR 7968,28676,74521
AA 26-30005 C,HR 8494,21764,74563
AA 26-30005 E,HR 8776,23044,74605
AA 26-30005 H,HR 8207,20996,74647
AA 26-30005 L,HR 8491,23300,74689
AA 26-30005 Q,HR 8212,22276,76850
AA 26-30005 S,HR 8491,25092,76892
AA 26-30005 T,HR 8379,26628,76934
AA 26-30005 U,HR 8477,26628,76976
AA 26-30005 V,HR 8379,27140,77018
AA 26-30005 W,HR 8492,26372,77060
AA 26-30005 X,HR 8779,28676,77102
AA 26-30005 Y,HR 8170,25092,77144
AA 26-30049,HR 8872,64003,77186
AA 41-00131 G,HR 80044,31236,77226
AA2600004A,HR 8491,57091,77269
AA2600007A,HR 8678,59651,77308
AA2600007Q,HR 7898,64515,77347
AA2600008A,HR 8585,59139,77386
AA2600013A,HR 8212,54787,77425
AA2600018A,HR 8501,56323,77464
AA2600046A,HR 8602,57091,77503
AA2600046B,HR 80036,4356,77542
AA2600049A,HR 8720,58115,77582
AA2600050A,HR 80135,2820,77621
AA2600057A,HR 8780,59395,77661
AA2600057B,HR 8780,59651,77700
AA2600058A,HR 8764,60163,77739
AA2600059A,HR 8585,60675,77778
AA2600069A,HR 8720,58627,77886
AA2600070A,HR 8735,58115,77925
AA2600071A,HR 8844,58627,77964
AA2600075,HR 8787,44547,78003
AA2600080A,HR 8602,56579,78041
AA2600082A,HR 8720,57347,78080
AA2600083A,HR 80135,4356,78119
AA2600084A,HR 8728,59907,78159
AA2600086A,HR 8735,59907,78198
AA2600087A,HR 8844,60419,78237
AA2600088,HR 8787,45571,78276
AA2600088A,HR 8787,62211,78314
AA2600105A,HR 8852,57859,78353
AA2600105S,HR 8852,62467,78392
AA2600112A,HR 80075,3332,78431
AA2600116A,HR 8628,58627,78471
AA2600121A,HR 8735,57347,78510
AA2600122A,HR 8720,56067,78549
AA2600123A,HR 8787,59651,78588
AA2600124A,HR 8734,57859,78627
AA2600131A,HR 8735,57603,78666
AA2600132A,HR 8602,56067,78705
AA2600141A,HR 8780,57859,78744
AA2600145A,HR 8884,60163,78783
AA2600147A,HR 8728,59907,80933
AA2600170A,HR 8944,58883,80972
AA2600173A,HR 8944,59651,81011
AA2600184A,HR 8944,60163,81050
AA2600192A,HR 80275,5892,81089
AA2600196A,HR 8875,61699,81129
AA2600197A,HR 8859,62467,81168
AA2600202A,HR 8780,57347,81207
AA2600205A,HR 8780,58115,81246
AA2600205B,HR 8780,58371,81285
AA2600206A,HR 8780,58371,81324
AA2600211A,HR 8379,58371,81363
AA2600213A,HR 8628,58115,81402
AA2600218A,HR 80275,5636,81441
AA2600219A,HR 8477,60163,81481
AA2600222A,HR 8170,56067,81520
AA2600223A,HR 80193,4356,81559
AA2600223B,HR 80193,4612,81599
AA2600224A,HR 8944,58883,81639
AA2600230A,HR 8787,59395,81678
AA2600231A,HR 8628,58115,81717
AA2600236A,HR 80092,4868,81756
AA2630001B,HR 7603,55811,81796
AA2630001C,HR 7605,56579,81835
AA2630001E,HR 7853,58371,81874
AA2630001H,HR 7471,58115,84029
AA2630001J,HR 7680,59139,84068
AA2630001K,HR 7955,60675,84107
AA2630001L,HR 7617,59651,84146
AA2630001M,HR 7614,59139,84185
AA2630001N,HR 7959,62467,84224
AA2630001P,HR 8825,61187,84263
AA2630001R,HR 7795,62979,84302
AA2630001T,HR 7992,63235,84341
AA2630001X,HR 8214,61187,84380
AA2630001Y,HR 7898,260,84419
AA2630002B,HR 8393,57859,84458
AA2630002F,HR 8093,58115,84497
AA2630002H,HR 8481,58883,84536
AA2630002J,HR 7843,59651,84575
AA2630002K,HR 7968,61955,84614
AA2630002P,HR 8854,61955,84653
AA2630002S,HR 8616,61699,84692
AA2630002U,HR 8622,61443,84731
AA2630003 E,HR 8093,772,84770
AA2630003A,HR 7974,58883,84810
AA2630003B,HR 8856,59139,84849
AA2630003C,HR 7477,58883,84888
AA2630003D,HR 8354,57859,84927
AA2630003G,HR 7852,59139,85029
AA2630004D,HR 8614,57859,85068
AA2630004E,HR 8616,58627,85107
AA2630004H,HR 8207,58371,85146
AA2630004S,HR 8872,63235,85185
AA2630004X,HR 8856,65027,85224
AA2630004Y,HR 8779,772,85263
AA2630004Z,HR 7968,772,85302
AA2630005C,HR 8494,59395,85341
AA2630005E,HR 8776,60675,85380
AA2630005H,HR 8207,58627,85419
AA2630005L,HR 8491,60931,85458
AA2630005P,HR 8777,63747,85497
AA2630005Q,HR 8212,59907,85536
AA2630005S,HR 8491,62723,85575
AA2630005T,HR 8379,64259,85614
AA2630005U,HR 8477,64259,85653
AA2630005V,HR 8379,64771,85692
AA2630005W,HR 8492,64003,85731
AA2630005X,HR 8779,772,85770
AA2630005Y,HR 8170,62723,85809
AA2630049,HR 8872,44291,85848
AA4100131G,HR 80044,3332,85886
AB-A 502-18,HR I04L10021,5381,85926
AB-A 504-17,HR I04L10022,5893,85971
AB-A 504-18,HR I04L10021,5893,88093
AB-A502-18,HR I04L10021,62724,88138
AB-A504-17,HR I04L10022,63236,88182
AB-A504-18,HR I04L10021,63236,88226
AB50H0000091,HR 7481,18436,88439
ABA 50417,HR I04L10022,48388,88270
ABA50218,HR I04L10021,39684,88313
ABA50417,HR I04L10022,40196,88355
ABA50418,HR I04L10021,40196,88397
AC 30050,HR 8347,23555,88480
AC 30051,HR 8347,23811,88517
