oem,hr,fk,offset
AT 1118-87,HR 025,40195,85174
AT 1118-90-50,HR 2270 V5,2053,85212
AT 1118-90-51,HR 2270 V5,2309,85257
AT 1118-90-52,HR 2270 V5,2565,85302
AT 1118-90-53,HR 2270 V4,2565,85347
AT 1118-90-54,HR 2270 V4,2821,85392
AT 1118-90-55,HR 2270 V4,3077,85437
AT 1118-90-56,HR 2270 V4,3333,85482
AT 1118-90-560 S,HR 2270 V4,45061,85527
AT 1118-97,HR 2267,55299,85575
AT 2025,HR 025,65282,85614
AT 2025/00,HR 2267,51203,85649
AT 2025/01,HR 2267,51459,85688
AT 2025/01CS,HR 2267-2,48644,85727
AT 2025/02,HR 2267,51715,85770
AT 2025/02C,HR 2267,3332,85809
AT 2025/06,HR 3122 RSI,54020,85849
AT 2035,HR 2266 R,43779,85892
AT 2036,HR 2266 R,44035,85930
AT 2036/00,HR 2266 R,15108,85968
AT 2036/00/36,HR 2270 V1,773,87104
AT 2036/01,HR 2266 R,15364,87149
AT 2036/10,HR 025,37123,87190
AT 2036/17,HR 2270 V4,30212,87228
AT 2036/20,HR 2270 V4,28676,87270
AT 2036/25,HR 2270,51971,87312
AT 2036/36,HR 2272 R,16644,87351
AT 2036/37,HR 2272 R,16900,87392
AT 2037,HR 2272 R,43523,87433
AT 2042,HR 2268 TRSI,39684,87471
AT 2042/01,HR 2268 TRSI,11013,87512
AT 2043,HR 2268 RSI,18436,87556
AT 2044/22.01,HR 2268 TRSI,48901,87596
AT 2048/11,HR 2277 T8S,52996,87643
AT 2048/12,HR 2277 TS,38916,87686
AT 2048/18,HR 3111 TS,37380,87728
AT 2048/18 C,HR 3111 TS,62724,87770
AT 2049/09,HR 7848,11780,87814
AT 2049/49,HR 7848,12804,87854
AT 2051,HR 2051,12035,87894
AT 2051/00,HR 2051,48643,87930
AT 2051/01,HR 51/01,60675,87969
AT 2055,HR 2130,12547,88009
AT 2063/00,HR 2063/00,21252,89137
AT 2063/02,HR 2063/02,22276,89179
AT 2063/03,HR 2063/03,22788,89221
AT 2071 ELTRA,HR 2267,53764,89263
AT 2072,HR 2273 TS,65283,89305
AT 2075-30102,HR 7506,44804,89344
AT 2075/20,HR 2075,52227,89387
AT 2075/25,HR 7694,56579,89426
AT 2075/26,HR 2075,53763,89465
AT 2075/30102,HR 7506,45316,89504
AT 2076/01,HR 6030,50947,89547
AT 2076/02,HR 6012,51203,89586
AT 2076/10,HR 6082,52739,89625
AT 2076/20,HR 6078,54275,89664
AT 2076/26,HR 6079,56067,89703
AT 2076/30,HR 6076,54019,89742
AT 2076/50,HR 6050,52483,89781
AT 2076/51,HR 6051,7172,89820
AT 2076/53,HR 6050,7428,89860
AT 2076/60,HR 6297,10244,89900
AT 2076/70,HR 6070,53507,89940
AT 2076/70 A,HR 6070,12804,89979
AT 2076/71,HR 6071,54019,90020
AT 2076/71 S,HR 6071,17924,90059
AT 2076/80,HR 6080,54019,92218
AT 2076/80 A,HR 6080,13316,92257
AT 2076/81,HR 6081,54531,92298
AT 2076/81 A,HR 6081,13828,92337
AT 2076/84,HR 6050,8452,92378
AT 2076/86,HR 6050,8964,92418
AT 2077/32,HR 6265,8964,92497
AT 2077/33,HR 6455,9476,92537
AT 2077/34,HR 6216,54275,92577
AT 2077/34 K,HR 6216,16132,92616
AT 2077/34 M,HR 6644,17924,92657
AT 2077/35,HR 6603,54531,92698
AT 2077/37,HR 6558,57347,92737
AT 2077/38,HR 6549,57603,92776
AT 2077/39,HR 6550,55811,92815
AT 2077/40,HR 6624,54275,92854
AT 2077/46 A,HR 6378,36356,92893
AT 2077/46 AP,HR 6367,56324,92935
AT 2077/46 R,HR 6367,40196,92978
AT 2077/50,HR 6218,54275,93020
AT 2077/60,HR 6611,53763,93059
AT 2077/8,HR 6211,40963,93098
AT 2077/80,HR 6211,53251,93136
AT 2077/81,HR 6212,53763,93246
AT 2077/81 A,HR 6212,13060,93285
AT 2077/81 T,HR 6212,17924,93326
AT 2077/83,HR 6362,55811,93367
AT 2077/83 E,HR 6362,16132,93406
AT 2077/83 EP,HR 6362,36612,93447
AT 2077/83 ZP,HR 6374,42756,93489
AT 2077/84,HR 6050,8708,93531
AT 2077/85,HR 6467,8964,93571
AT 2077/85 A,HR 6582,36356,93611
AT 2077/88,HR 6214,56067,93653
AT 2077/88 E,HR 6213,16132,93692
AT 2077/93,HR 6641,56067,93733
AT 2077/93 ZP,HR 6641,42244,93772
AT 2077/S0,HR 6218,61955,92458
AT 2078 YA,HR 8334,64515,93814
AT 2078-20311,HR 8124,25348,93853
AT 2078-20421,HR 8026,26116,93895
AT 2078-20571,HR 7650,28164,93937
AT 2078-20611,HR 8448,28420,93979
AT 2078-20671,HR 8329,29444,94021
AT 2078-20882,HR 8237,29956,94063
AT 2078-21151,HR 8334,26884,94105
AT 2078-21391,HR 8386,30212,94147
AT 2078/20,HR 7704,54019,96584
AT 2078/20 AK,HR 7704,32516,96623
AT 2078/20 G,HR 7704,14852,96665
AT 2078/20311,HR 8124,25860,96706
AT 2078/20421,HR 8026,26628,96748
AT 2078/20571,HR 7650,28676,96790
AT 2078/20611,HR 8448,28932,96832
AT 2078/20671,HR 8329,29956,96874
AT 2078/20882,HR 8237,30468,96916
AT 2078/21,HR 7669,56835,96958
AT 2078/21151,HR 8334,27396,96997
AT 2078/21391,HR 8386,30724,97039
AT 2078/24,HR 7808,56323,97081
AT 2078/25,HR 7694,57347,97120
AT 2078/40,HR 7839,56835,97159
AT 2078/50,HR 7259,56067,97198
AT 2078/60,HR 8378,57091,97237
AT 2078/83 I,HR 7354,17924,98368
AT 2078/83 TB,HR 7354,37636,98409
AT 2078/83 TI,HR 7354,39428,98451
AT 2078/98,HR 8448,59395,98493
AT 2078/98 ST,HR 8448,44804,98532
AT 2078/B2,HR 8124,57859,96305
AT 2078/B4,HR 8329,60163,96344
AT 2078/B4 A,HR 8329,19460,96383
AT 2078/S0,HR 7259,63747,96424
AT 2078/U0,HR 8394,64515,96463
AT 2078/U0-1,HR 8394,23044,96502
AT 2078/U0-2,HR 8272,22020,96543
AT 2079,HR 2070,14851,98574
AT 2079-30101,HR 7506,45572,98610
AT 2079-30102,HR 7506,45828,98653
AT 2079-37590,HR 7533,50436,98696
AT 2079-37591,HR 7533,50692,98739
AT 2079-37593,HR 7533,51204,98782
AT 2079-37622,HR 7527,30468,98825
AT 2079/00,HR 7720,53251,101802
AT 2079/09,HR 7519,57091,101841
AT 2079/09 M,HR 7519,19460,101880
AT 2079/09 T,HR 7589,23044,101921
AT 2079/10,HR 7503,53251,101962
AT 2079/10 A,HR 7503,12548,102001
AT 2079/10 B,HR 7503,12804,102042
AT 2079/10 C,HR 7503,13060,102083
AT 2079/10 D,HR 7503,13316,102124
AT 2079/11,HR 7520,53251,102165
AT 2079/12,HR 7586,56579,102204
AT 2079/12 ZP,HR 7586,42756,102243
AT 2079/13,HR 7550,54531,102285
AT 2079/13 A,HR 7550,13828,102324
AT 2079/15,HR 7600,54019,102365
AT 2079/17,HR 7601,54787,105509
AT 2079/18,HR 7541,55811,105548
AT 2079/20 Z,HR 7781,21252,105587
AT 2079/21,HR 7669,57091,105628
AT 2079/23,HR 7604,54787,105667
AT 2079/24,HR 7634,55811,105706
AT 2079/25,HR 7649,57603,105745
AT 2079/26,HR 7781,57091,105784
AT 2079/30101,HR 7506,46084,105823
AT 2079/30102,HR 7506,46340,105866
AT 2079/37590,HR 7533,50948,105909
AT 2079/37591,HR 7533,51204,105952
AT 2079/37593,HR 7533,51716,105995
AT 2079/37622,HR 7527,30980,106038
AT 2079/40,HR 7488,57091,106080
AT 2079/40 V,HR 7488,21764,106119
AT 2079/41,HR 7527,55811,106160
AT 2079/45,HR 7570,56323,106199
AT 2079/45 E,HR 7570,16644,106238
AT 2079/50,HR 7649,57091,106279
AT 2079/51,HR 7527,56067,106318
AT 2079/52,HR 7527,56323,106357
AT 2079/99,HR 7478,60419,106396
AT 2079/A,HR 7656,47363,98867
AT 2079/A0,HR 7656,59651,98905
AT 2079/A1,HR 7802,58115,98944
AT 2079/A2,HR 7656,60163,98983
AT 2079/A3,HR 7656,60419,99022
AT 2079/B0,HR 7650,58371,99061
AT 2079/B1,HR 7662,59395,99100
AT 2079/B10,HR 8252,5124,99139
AT 2079/B11,HR 8255,6148,99179
AT 2079/B12,HR 8257,6916,99219
AT 2079/B13,HR 7817,7428,99259
AT 2079/B4,HR 7659,61699,99299
AT 2079/B5,HR 7660,59907,101413
AT 2079/B6,HR 7650,59907,101452
AT 2079/B7,HR 7662,60931,101491
AT 2079/B8,HR 7650,60419,101530
AT 2079/B9,HR 7662,61443,101569
AT 2079/S,HR 7649,52483,101608
AT 2079/S0,HR 7649,64771,101646
AT 2079/S1,HR 7661,63491,101685
AT 2079/U1,HR 8254,63747,101724
AT 2079/U2,HR 8256,64515,101763
AT 2080,HR 2080,13059,106435
AT 2080/00,HR 2080/00,20740,107557
AT 2080/06,HR 2080/06,23812,107599
AT 2080/10,HR 2080/10,21252,107641
AT 2080/100,HR 2080/10,33540,107683
AT 2080/15,HR 2080/15,23812,107726
AT 2080/20,HR 2080/20,21764,107768
AT 2080/50,HR 2080/50,23300,107810
AT 2080/80,HR 2080/80,24836,107852
AT 2085/15,HR 2085/15,26372,107894
AT 2090-30390,HR 7792,48132,107936
AT 2090-37962,HR 7706,49924,107979
AT 2090/01,HR 7706,6916,108022
AT 2090/01-37962,HR 7706,21253,108062
AT 2090/01-37963,HR 7706,21509,108108
AT 2090/08,HR 7698,11268,108154
AT 2090/09,HR 7848,10756,108194
AT 2090/21,HR 7641,6916,108234
AT 2090/30390,HR 7792,48644,108274
AT 2090/31,HR 46109,19972,108317
AT 2090/33,HR 7693,9476,108358
AT 2090/35,HR 46118,20996,108398
AT 2090/36,HR 7936,10244,108439
AT 2090/37962,HR 7706,50436,108479
AT 2090/38,HR 46126,21508,108581
AT 2090/39,HR 46108,21764,108622
AT 2090/39-30360,HR 46108,32261,108663
AT 2090/39-30361,HR 46108,32517,108710
AT 2090/39-30362,HR 46108,32773,108757
AT 2090/39-30363,HR 46108,33029,108804
AT 2090/39-30364,HR 46108,33285,108851
AT 2090/48,HR 46136,22020,108898
AT 2090/49,HR 7848,11780,108939
AT 2090/51,HR 7792,9476,108979
AT 2090/51-30390,HR 7792,20741,109019
AT 2090/51-30391,HR 7792,20997,109065
